Time (Day)	LVV B-X (nT)
16.94722	19831.50
16.94792	19831.40
16.94861	19831.70
16.94931	19831.70
16.95000	19832.00
16.95069	19832.50
16.95139	19832.20
16.95208	19832.60
16.95278	19832.70
16.95347	19832.70
16.95417	19832.30
16.95486	19832.10
16.95556	19832.40
16.95625	19832.30
16.95694	19832.30
16.95764	19832.70
16.95833	19833.20
16.95903	19833.30
16.95972	19833.20
16.96042	19833.60
16.96111	19833.70
16.96181	19833.70
16.96250	19833.50
16.96319	19833.40
16.96389	19833.30
16.96458	19833.70
16.96528	19833.70
16.96597	19833.50
16.96667	19833.80
16.96736	19834.60
16.96806	19834.90
16.96875	19834.90
16.96944	19835.10
16.97014	19834.80
16.97083	19834.10
16.97153	19834.10
16.97222	19834.00
16.97292	19832.80
16.97361	19832.80
16.97431	19833.10
16.97500	19833.30
16.97569	19833.30
16.97639	19833.40
16.97708	19833.50
16.97778	19834.00
16.97847	19833.80
16.97917	19834.00
16.97986	19834.20
16.98056	19834.30
16.98125	19834.40
16.98194	19834.20
16.98264	19834.20
16.98333	19834.20
16.98403	19833.50
16.98472	19833.40
16.98542	19833.50
16.98611	19833.40
16.98681	19833.40
16.98750	19833.10
16.98819	19833.00
16.98889	19832.80
16.98958	19832.40
16.99028	19831.80
16.99097	19831.80
16.99167	19831.50
16.99236	19831.00
16.99306	19830.70
16.99375	19831.20
16.99444	19831.10
16.99514	19830.90
16.99583	19831.30
16.99653	19831.40
16.99722	19831.30
16.99792	19831.70
16.99861	19832.20
16.99931	19832.70
17.00000	19832.90
17.00069	19832.80
17.00139	19833.60
17.00208	19833.60
17.00278	19834.60
17.00347	19835.60
17.00417	19836.60
17.00486	19836.70
17.00556	19837.90
17.00625	19836.90
17.00694	19837.30
17.00764	19836.40
17.00833	19835.30
17.00903	19835.00
17.00972	19835.10
17.01042	19835.10
17.01111	19834.60
17.01181	19834.60
17.01250	19835.00
17.01319	19834.00
17.01389	19834.20
17.01458	19834.70
17.01528	19834.80
17.01597	19835.20
17.01667	19834.80
17.01736	19834.80
17.01806	19834.20
17.01875	19834.60
17.01944	19834.70
17.02014	19834.40
17.02083	19834.20
17.02153	19834.50
17.02222	19834.60
17.02292	19834.20
17.02361	19834.60
17.02431	19834.00
17.02500	19834.10
17.02569	19834.50
17.02639	19834.80
17.02708	19835.00
17.02778	19834.50
17.02847	19834.60
17.02917	19835.40
17.02986	19836.10
17.03056	19835.30
17.03125	19834.70
17.03194	19835.10
17.03264	19835.20
17.03333	19834.30
17.03403	19834.20
17.03472	19833.60
17.03542	19833.50
17.03611	19833.10
17.03681	19833.30
17.03750	19834.10
17.03819	19833.60
17.03889	19833.30
17.03958	19833.10
17.04028	19833.50
17.04097	19833.30
17.04167	19833.30
17.04236	19833.40
17.04306	19833.10
17.04375	19833.40
17.04444	19833.30
17.04514	19833.30
17.04583	19833.60
17.04653	19833.50
17.04722	19833.50
17.04792	19833.60
17.04861	19833.70
17.04931	19834.20
17.05000	19834.20
17.05069	19833.80
17.05139	19833.80
17.05208	19833.60
17.05278	19833.80
17.05347	19833.70
17.05417	19833.40
17.05486	19833.60
17.05556	19834.30
17.05625	19834.50
17.05694	19834.80
17.05764	19834.80
17.05833	19835.10
17.05903	19835.30
17.05972	19836.30
17.06042	19836.70
17.06111	19836.50
17.06181	19837.20
17.06250	19837.00
17.06319	19837.00
17.06389	19836.90
17.06458	19836.60
17.06528	19836.90
17.06597	19837.00
17.06667	19836.90
17.06736	19836.70
17.06806	19836.80
17.06875	19836.70
17.06944	19836.40
17.07014	19836.60
17.07083	19836.60
17.07153	19836.60
17.07222	19836.60
17.07292	19836.70
17.07361	19836.80
17.07431	19836.60
17.07500	19836.70
17.07569	19836.90
17.07639	19837.20
17.07708	19837.10
17.07778	19837.10
17.07847	19837.80
17.07917	19837.90
17.07986	19837.20
17.08056	19837.20
17.08125	19838.30
17.08194	19837.70
17.08264	19838.10
17.08333	19837.60
17.08403	19837.40
17.08472	19837.80
17.08542	19838.00
17.08611	19837.70
17.08681	19837.60
17.08750	19837.20
17.08819	19837.00
17.08889	19837.00
17.08958	19837.40
17.09028	19836.90
17.09097	19836.90
17.09167	19836.70
17.09236	19837.30
17.09306	19837.00
17.09375	19836.70
17.09444	19836.00
17.09514	19835.60
17.09583	19835.70
17.09653	19835.80
17.09722	19835.90
17.09792	19835.90
17.09861	19835.70
17.09931	19836.00
17.10000	19835.80
17.10069	19835.80
17.10139	19835.90
17.10208	19835.90
17.10278	19835.80
17.10347	19835.90
17.10417	19836.00
17.10486	19836.10
17.10556	19836.00
17.10625	19835.80
17.10694	19836.00
17.10764	19836.10
17.10833	19836.40
17.10903	19836.90
17.10972	19836.60
17.11042	19836.20
17.11111	19836.30
17.11181	19836.20
17.11250	19836.80
17.11319	19837.00
17.11389	19837.80
17.11458	19837.90
17.11528	19838.00
17.11597	19838.10
17.11667	19838.00
17.11736	19837.80
17.11806	19837.80
17.11875	19837.30
17.11944	19836.80
17.12014	19836.80
17.12083	19837.10
17.12153	19837.30
17.12222	19837.10
17.12292	19837.10
17.12361	19837.30
17.12431	19837.30
17.12500	19837.40
17.12569	19837.20
17.12639	19837.10
17.12708	19837.30
17.12778	19838.00
17.12847	19837.60
17.12917	19837.70
17.12986	19837.40
17.13056	19837.50
17.13125	19837.70
17.13194	19837.20
17.13264	19836.70
17.13333	19837.20
17.13403	19837.70
17.13472	19837.20
17.13542	19837.10
17.13611	19836.60
17.13681	19836.80
17.13750	19837.00
17.13819	19837.00
17.13889	19836.90
17.13958	19837.30
17.14028	19837.30
17.14097	19837.20
17.14167	19836.50
17.14236	19836.80
17.14306	19837.00
17.14375	19836.60
17.14444	19836.70
17.14514	19836.70
17.14583	19836.80
17.14653	19836.70
17.14722	19836.60
17.14792	19836.90
17.14861	19837.00
17.14931	19836.80
17.15000	19836.80
17.15069	19836.50
17.15139	19836.60
17.15208	19836.70
17.15278	19836.60
17.15347	19836.70
17.15417	19836.80
17.15486	19836.70
17.15556	19836.30
17.15625	19836.20
17.15694	19836.50
17.15764	19836.60
17.15833	19836.60
17.15903	19836.50
17.15972	19836.40
17.16042	19836.40
17.16111	19836.50
17.16181	19836.50
17.16250	19836.50
17.16319	19837.00
17.16389	19837.50
17.16458	19837.00
17.16528	19836.80
17.16597	19836.70
17.16667	19837.60
17.16736	19837.00
17.16806	19837.50
17.16875	19837.50
17.16944	19837.40
17.17014	19837.40
17.17083	19837.20
17.17153	19837.90
17.17222	19837.60
17.17292	19837.80
17.17361	19836.90
17.17431	19836.80
17.17500	19837.00
17.17569	19837.20
17.17639	19836.80
17.17708	19837.50
17.17778	19838.40
17.17847	19837.70
17.17917	19837.00
17.17986	19837.10
17.18056	19838.10
17.18125	19837.60
17.18194	19837.50
17.18264	19836.10
17.18333	19836.40
17.18403	19836.40
17.18472	19837.10
17.18542	19836.90
17.18611	19837.30
17.18681	19837.50
17.18750	19837.30
17.18819	19837.80
17.18889	19837.60
17.18958	19838.20
17.19028	19837.60
17.19097	19837.00
17.19167	19837.10
17.19236	19837.90
17.19306	19837.70
17.19375	19838.40
17.19444	19838.30
17.19514	19837.80
17.19583	19837.30
17.19653	19837.70
17.19722	19837.20
17.19792	19836.70
17.19861	19837.20
17.19931	19837.20
17.20000	19837.40
17.20069	19837.50
17.20139	19837.20
17.20208	19837.50
17.20278	19837.50
17.20347	19837.40
17.20417	19837.20
17.20486	19837.00
17.20556	19836.60
17.20625	19837.20
17.20694	19837.30
17.20764	19836.90
17.20833	19836.60
17.20903	19836.20
17.20972	19836.40
17.21042	19837.00
17.21111	19836.80
17.21181	19836.10
17.21250	19836.20
17.21319	19836.50
17.21389	19837.00
17.21458	19836.40
17.21528	19836.40
17.21597	19835.90
17.21667	19836.20
17.21736	19836.10
17.21806	19836.30
17.21875	19836.80
17.21944	19837.10
17.22014	19836.30
17.22083	19836.10
17.22153	19836.30
17.22222	19836.90
17.22292	19836.70
17.22361	19837.30
17.22431	19836.50
17.22500	19836.30
17.22569	19836.60
17.22639	19836.90
17.22708	19837.00
17.22778	19836.90
17.22847	19837.00
17.22917	19836.80
17.22986	19836.70
17.23056	19836.80
17.23125	19837.20
17.23194	19837.30
17.23264	19837.20
17.23333	19837.50
17.23403	19837.50
17.23472	19837.50
17.23542	19837.30
17.23611	19837.40
17.23681	19836.60
17.23750	19836.00
17.23819	19836.10
17.23889	19835.90
17.23958	19836.50
17.24028	19835.80
17.24097	19835.60
17.24167	19835.90
17.24236	19836.40
17.24306	19837.00
17.24375	19836.20
17.24444	19836.00
17.24514	19836.40
17.24583	19837.00
17.24653	19837.40
17.24722	19837.00
17.24792	19836.80
17.24861	19836.80
17.24931	19837.20
17.25000	19837.00
17.25069	19836.90
17.25139	19836.80
17.25208	19836.80
17.25278	19836.80
17.25347	19836.80
17.25417	19837.30
17.25486	19837.00
17.25556	19837.30
17.25625	19837.10
17.25694	19837.50
17.25764	19837.70
17.25833	19838.40
17.25903	19838.00
17.25972	19838.10
17.26042	19837.90
17.26111	19837.70
17.26181	19838.00
17.26250	19838.30
17.26319	19837.70
17.26389	19837.00
17.26458	19836.40
17.26528	19837.20
17.26597	19836.90
17.26667	19837.10
17.26736	19837.00
17.26806	19837.00
17.26875	19837.30
17.26944	19837.40
17.27014	19836.90
17.27083	19837.00
17.27153	19837.00
17.27222	19836.40
17.27292	19836.50
17.27361	19836.00
17.27431	19835.60
17.27500	19835.60
17.27569	19836.00
17.27639	19835.90
17.27708	19835.80
17.27778	19835.80
17.27847	19836.30
17.27917	19836.30
17.27986	19835.60
17.28056	19835.40
17.28125	19835.50
17.28194	19835.70
17.28264	19835.70
17.28333	19835.30
17.28403	19834.90
17.28472	19835.40
17.28542	19835.50
17.28611	19835.30
17.28681	19835.30
17.28750	19835.30
17.28819	19835.20
17.28889	19835.50
17.28958	19835.00
17.29028	19834.40
17.29097	19834.40
17.29167	19835.00
17.29236	19834.70
17.29306	19834.70
17.29375	19834.20
17.29444	19834.90
17.29514	19835.10
17.29583	19834.80
17.29653	19835.40
17.29722	19835.30
17.29792	19834.80
17.29861	19833.90
17.29931	19834.30
17.30000	19833.80
17.30069	19833.60
17.30139	19834.40
17.30208	19832.90
17.30278	19833.40
17.30347	19834.10
17.30417	19833.80
17.30486	19834.10
17.30556	19834.30
17.30625	19833.70
17.30694	19833.50
17.30764	19833.80
17.30833	19833.80
17.30903	19834.20
17.30972	19833.80
17.31042	19833.90
17.31111	19833.80
17.31181	19833.50
17.31250	19833.10
17.31319	19833.40
17.31389	19832.90
17.31458	19832.70
17.31528	19832.90
17.31597	19833.10
17.31667	19832.20
17.31736	19831.90
17.31806	19831.70
17.31875	19831.50
17.31944	19831.10
17.32014	19830.90
17.32083	19830.40
17.32153	19830.20
17.32222	19829.40
17.32292	19829.60
17.32361	19829.90
17.32431	19828.90
17.32500	19829.30
17.32569	19829.50
17.32639	19828.80
17.32708	19829.50
17.32778	19829.80
17.32847	19829.00
17.32917	19829.10
17.32986	19829.00
17.33056	19829.10
17.33125	19829.20
17.33194	19829.00
17.33264	19828.70
17.33333	19828.50
17.33403	19828.70
17.33472	19828.70
17.33542	19828.30
17.33611	19828.40
17.33681	19827.70
17.33750	19828.10
17.33819	19828.10
17.33889	19828.00
17.33958	19827.90
17.34028	19828.00
17.34097	19827.40
17.34167	19827.60
17.34236	19826.60
17.34306	19826.90
17.34375	19826.50
17.34444	19826.20
17.34514	19826.50
17.34583	19825.90
17.34653	19826.10
17.34722	19826.30
17.34792	19826.00
17.34861	19825.10
17.34931	19824.70
17.35000	19824.30
17.35069	19824.70
17.35139	19825.20
17.35208	19825.30
17.35278	19825.70
17.35347	19826.20
17.35417	19826.90
17.35486	19827.40
17.35556	19827.70
17.35625	19828.40
17.35694	19828.60
17.35764	19828.80
17.35833	19827.90
17.35903	19827.60
17.35972	19827.00
17.36042	19826.30
17.36111	19825.80
17.36181	19825.80
17.36250	19826.00
17.36319	19826.10
17.36389	19825.50
17.36458	19825.30
17.36528	19825.50
17.36597	19824.90
17.36667	19825.10
17.36736	19825.20
17.36806	19825.20
17.36875	19825.50
17.36944	19825.30
17.37014	19825.30
17.37083	19825.30
17.37153	19824.80
17.37222	19825.20
17.37292	19825.20
17.37361	19825.40
17.37431	19825.40
17.37500	19825.80
17.37569	19825.60
17.37639	19825.60
17.37708	19825.70
17.37778	19825.10
17.37847	19825.30
17.37917	19825.40
17.37986	19825.30
17.38056	19824.80
17.38125	19824.40
17.38194	19823.50
17.38264	19823.40
17.38333	19822.90
17.38403	19823.00
17.38472	19823.40
17.38542	19823.90
17.38611	19823.50
17.38681	19823.40
17.38750	19823.50
17.38819	19823.30
17.38889	19823.20
17.38958	19823.50
17.39028	19824.10
17.39097	19824.00
17.39167	19824.10
17.39236	19824.30
17.39306	19824.60
17.39375	19823.60
17.39444	19823.30
17.39514	19823.00
17.39583	19822.70
17.39653	19822.60
17.39722	19823.10
17.39792	19823.80
17.39861	19824.20
17.39931	19823.90
17.40000	19823.60
17.40069	19822.80
17.40139	19822.00
17.40208	19821.80
17.40278	19822.00
17.40347	19822.00
17.40417	19822.00
17.40486	19821.50
17.40556	19821.80
17.40625	19822.00
17.40694	19822.30
17.40764	19822.10
17.40833	19822.30
17.40903	19822.00
17.40972	19822.30
17.41042	19822.50
17.41111	19822.70
17.41181	19822.10
17.41250	19822.10
17.41319	19822.20
17.41389	19821.90
17.41458	19822.20
17.41528	19822.20
17.41597	19822.70
17.41667	19822.70
17.41736	19821.80
17.41806	19821.60
17.41875	19821.90
17.41944	19822.00
17.42014	19822.50
17.42083	19821.00
17.42153	19822.10
17.42222	19821.60
17.42292	19821.00
17.42361	19820.80
17.42431	19821.10
17.42500	19822.00
17.42569	19822.70
17.42639	19823.70
17.42708	19824.30
17.42778	19824.60
17.42847	19825.60
17.42917	19826.10
17.42986	19826.50
17.43056	19826.00
17.43125	19826.10
17.43194	19825.20
17.43264	19825.70
17.43333	19825.20
17.43403	19824.90
17.43472	19824.80
17.43542	19824.60
17.43611	19825.00
17.43681	19825.10
17.43750	19825.00
17.43819	19825.10
17.43889	19824.10
17.43958	19824.00
17.44028	19824.40
17.44097	19824.90
17.44167	19824.90
17.44236	19824.80
17.44306	19825.10
17.44375	19825.40
17.44444	19825.80
17.44514	19826.30
17.44583	19826.00
17.44653	19826.00
17.44722	19826.40
17.44792	19826.20
17.44861	19826.00
17.44931	19826.00
17.45000	19826.40
17.45069	19826.60
17.45139	19827.00
17.45208	19826.70
17.45278	19827.00
17.45347	19827.30
17.45417	19827.40
17.45486	19827.40
17.45556	19827.10
17.45625	19827.70
17.45694	19827.40
17.45764	19827.30
17.45833	19827.30
17.45903	19827.40
17.45972	19826.90
17.46042	19827.00
17.46111	19827.90
17.46181	19827.70
17.46250	19828.10
17.46319	19828.30
17.46389	19829.00
17.46458	19829.10
17.46528	19828.80
17.46597	19829.20
17.46667	19829.50
17.46736	19830.30
17.46806	19830.60
17.46875	19830.60
17.46944	19830.10
17.47014	19830.40
17.47083	19830.60
17.47153	19830.30
17.47222	19830.10
17.47292	19830.20
17.47361	19830.40
17.47431	19830.70
17.47500	19830.90
17.47569	19829.50
17.47639	19830.10
17.47708	19830.40
17.47778	19829.80
17.47847	19829.40
17.47917	19829.20
17.47986	19829.40
17.48056	19830.00
17.48125	19830.50
17.48194	19830.70
17.48264	19831.50
17.48333	19831.50
17.48403	19831.20
17.48472	19831.10
17.48542	19830.70
17.48611	19830.80
17.48681	19830.90
17.48750	19831.70
17.48819	19833.00
17.48889	19833.20
17.48958	19834.20
17.49028	19832.90
17.49097	19832.40
17.49167	19831.40
17.49236	19831.20
17.49306	19831.10
17.49375	19831.50
17.49444	19831.20
17.49514	19831.70
17.49583	19831.20
17.49653	19831.40
17.49722	19831.50
17.49792	19832.60
17.49861	19833.00
17.49931	19833.70
17.50000	19833.70
17.50069	19833.50
17.50139	19833.00
17.50208	19832.80
17.50278	19833.10
17.50347	19833.50
17.50417	19833.40
17.50486	19833.50
17.50556	19833.90
17.50625	19833.60
17.50694	19833.40
17.50764	19833.10
17.50833	19833.10
17.50903	19833.00
17.50972	19832.10
17.51042	19832.30
17.51111	19832.80
17.51181	19833.90
17.51250	19834.50
17.51319	19834.70
17.51389	19835.10
17.51458	19835.10
17.51528	19834.60
17.51597	19834.90
17.51667	19835.70
17.51736	19835.40
17.51806	19834.70
17.51875	19835.00
17.51944	19834.60
17.52014	19835.20
17.52083	19835.50
17.52153	19834.80
17.52222	19834.70
17.52292	19833.20
17.52361	19832.50
17.52431	19832.70
17.52500	19833.60
17.52569	19834.50
17.52639	19835.60
17.52708	19835.70
17.52778	19835.60
17.52847	19834.50
17.52917	19835.00
17.52986	19835.30
17.53056	19835.40
17.53125	19835.70
17.53194	19836.40
17.53264	19835.90
17.53333	19836.10
17.53403	19835.70
17.53472	19834.90
17.53542	19834.90
17.53611	19835.30
17.53681	19834.90
17.53750	19834.90
17.53819	19834.90
17.53889	19835.50
17.53958	19835.30
17.54028	19835.30
17.54097	19834.80
17.54167	19834.50
17.54236	19834.40
17.54306	19835.20
17.54375	19835.10
17.54444	19835.20
17.54514	19835.00
17.54583	19835.20
17.54653	19835.00
17.54722	19835.10
17.54792	19834.90
17.54861	19835.20
17.54931	19835.20
17.55000	19835.20
17.55069	19835.40
17.55139	19835.20
17.55208	19834.70
17.55278	19834.70
17.55347	19834.90
17.55417	19834.90
17.55486	19835.00
17.55556	19835.00
17.55625	19835.00
17.55694	19835.30
17.55764	19835.70
17.55833	19835.90
17.55903	19836.10
17.55972	19835.70
17.56042	19835.90
17.56111	19836.40
17.56181	19836.10
17.56250	19836.50
17.56319	19836.50
17.56389	19835.70
17.56458	19835.80
17.56528	19835.70
17.56597	19836.20
17.56667	19836.00
17.56736	19836.10
17.56806	19836.20
17.56875	19835.80
17.56944	19836.10
17.57014	19835.90
17.57083	19836.30
17.57153	19836.10
17.57222	19836.50
17.57292	19836.60
17.57361	19837.20
17.57431	19837.30
17.57500	19837.30
17.57569	19837.40
17.57639	19837.20
17.57708	19837.00
17.57778	19836.70
17.57847	19836.90
17.57917	19837.00
17.57986	19837.20
17.58056	19837.80
17.58125	19837.60
17.58194	19837.20
17.58264	19837.70
17.58333	19837.30
17.58403	19837.20
17.58472	19836.90
17.58542	19837.40
17.58611	19837.40
17.58681	19837.20
17.58750	19837.20
17.58819	19837.90
17.58889	19837.60
17.58958	19837.80
17.59028	19838.00
17.59097	19838.00
17.59167	19837.70
17.59236	19837.70
17.59306	19837.70
17.59375	19837.70
17.59444	19837.80
17.59514	19837.70
17.59583	19837.80
17.59653	19838.30
17.59722	19838.30
17.59792	19838.50
17.59861	19838.70
17.59931	19838.40
17.60000	19838.30
17.60069	19838.40
17.60139	19838.40
17.60208	19838.90
17.60278	19838.60
17.60347	19838.70
17.60417	19838.80
17.60486	19839.20
17.60556	19839.40
17.60625	19839.20
17.60694	19839.10
17.60764	19839.50
17.60833	19839.70
17.60903	19840.10
17.60972	19840.30
17.61042	19840.50
17.61111	19840.90
17.61181	19840.60
17.61250	19840.50
17.61319	19840.50
17.61389	19840.50
17.61458	19840.20
17.61528	19840.00
17.61597	19839.60
17.61667	19839.50
17.61736	19839.20
17.61806	19839.50
17.61875	19839.40
17.61944	19839.10
17.62014	19839.60
17.62083	19839.30
17.62153	19839.20
17.62222	19839.00
17.62292	19839.30
17.62361	19839.60
17.62431	19839.70
17.62500	19839.10
17.62569	19838.70
17.62639	19839.00
17.62708	19838.90
17.62778	19838.90
17.62847	19839.00
17.62917	19839.80
17.62986	19839.30
17.63056	19839.00
17.63125	19840.00
17.63194	19840.10
17.63264	19840.40
17.63333	19840.40
17.63403	19840.10
17.63472	19839.80
17.63542	19839.90
17.63611	19839.80
17.63681	19840.00
17.63750	19839.30
17.63819	19839.30
17.63889	19839.70
17.63958	19840.10
17.64028	19840.30
17.64097	19839.70
17.64167	19839.90
17.64236	19840.40
17.64306	19839.90
17.64375	19839.60
17.64444	19839.90
17.64514	19839.60
17.64583	19839.30
17.64653	19839.40
17.64722	19838.60
17.64792	19838.20
17.64861	19838.60
17.64931	19839.60
17.65000	19839.90
17.65069	19838.60
17.65139	19839.50
17.65208	19839.40
17.65278	19840.10
17.65347	19840.90
17.65417	19841.30
17.65486	19840.60
17.65556	19841.40
17.65625	19841.20
17.65694	19841.20
17.65764	19840.40
17.65833	19839.80
17.65903	19838.70
17.65972	19838.10
17.66042	19837.70
17.66111	19837.80
17.66181	19838.90
17.66250	19840.00
17.66319	19840.00
17.66389	19839.80
17.66458	19839.90
17.66528	19840.00
17.66597	19839.50
17.66667	19839.00
17.66736	19838.80
17.66806	19839.20
17.66875	19839.80
17.66944	19840.00
17.67014	19839.50
17.67083	19838.70
17.67153	19839.30
17.67222	19838.90
17.67292	19839.10
17.67361	19838.20
17.67431	19837.50
17.67500	19837.30
17.67569	19837.60
17.67639	19837.40
17.67708	19837.40
17.67778	19837.90
17.67847	19837.90
17.67917	19837.70
17.67986	19838.40
17.68056	19838.50
17.68125	19838.50
17.68194	19838.30
17.68264	19838.00
17.68333	19837.80
17.68403	19837.70
17.68472	19837.20
17.68542	19837.10
17.68611	19837.20
17.68681	19836.60
17.68750	19837.40
17.68819	19837.00
17.68889	19838.00
17.68958	19838.40
17.69028	19838.20
17.69097	19838.00
17.69167	19838.40
17.69236	19838.40
17.69306	19838.70
17.69375	19838.30
17.69444	19838.90
17.69514	19838.70
17.69583	19839.10
17.69653	19839.00
17.69722	19838.60
17.69792	19839.20
17.69861	19839.00
17.69931	19838.60
17.70000	19838.80
17.70069	19838.90
17.70139	19839.60
17.70208	19839.20
17.70278	19838.70
17.70347	19838.70
17.70417	19838.80
17.70486	19839.30
17.70556	19840.10
17.70625	19840.10
17.70694	19840.20
17.70764	19840.90
17.70833	19841.90
17.70903	19842.20
17.70972	19842.60
17.71042	19841.90
17.71111	19841.40
17.71181	19841.70
17.71250	19841.20
17.71319	19840.40
17.71389	19839.60
17.71458	19839.30
17.71528	19840.00
17.71597	19840.00
17.71667	19839.20
17.71736	19839.10
17.71806	19839.00
17.71875	19839.10
17.71944	19839.40
17.72014	19838.80
17.72083	19838.90
17.72153	19839.50
17.72222	19839.50
17.72292	19839.70
17.72361	19839.80
17.72431	19839.40
17.72500	19839.70
17.72569	19839.80
17.72639	19839.80
17.72708	19839.10
17.72778	19839.50
17.72847	19840.40
17.72917	19841.00
17.72986	19841.30
17.73056	19841.50
17.73125	19841.30
17.73194	19841.10
17.73264	19840.90
17.73333	19840.70
17.73403	19840.30
17.73472	19840.00
17.73542	19839.90
17.73611	19839.60
17.73681	19839.20
17.73750	19839.80
17.73819	19838.60
17.73889	19838.60
17.73958	19839.60
17.74028	19839.40
17.74097	19838.30
17.74167	19838.30
17.74236	19837.60
17.74306	19837.80
17.74375	19838.10
17.74444	19837.60
17.74514	19837.60
17.74583	19837.30
17.74653	19837.20
17.74722	19837.50
17.74792	19837.10
17.74861	19837.40
17.74931	19837.60
17.75000	19837.40
17.75069	19837.00
17.75139	19837.00
17.75208	19836.60
17.75278	19836.20
17.75347	19836.20
17.75417	19836.10
17.75486	19835.70
17.75556	19836.10
17.75625	19836.10
17.75694	19836.00
17.75764	19836.20
17.75833	19836.60
17.75903	19837.30
17.75972	19837.30
17.76042	19838.00
17.76111	19837.70
17.76181	19838.00
17.76250	19838.30
17.76319	19838.80
17.76389	19839.10
17.76458	19838.90
17.76528	19838.30
17.76597	19838.90
17.76667	19837.60
17.76736	19837.60
17.76806	19837.20
17.76875	19836.90
17.76944	19837.10
17.77014	19837.40
17.77083	19836.90
17.77153	19837.30
17.77222	19837.20
17.77292	19837.10
17.77361	19836.90
17.77431	19836.80
17.77500	19836.30
17.77569	19836.20
17.77639	19836.90
17.77708	19836.70
17.77778	19837.00
17.77847	19837.10
17.77917	19837.20
17.77986	19837.30
17.78056	19836.90
17.78125	19837.20
17.78194	19838.20
17.78264	19837.80
17.78333	19838.20
17.78403	19838.80
17.78472	19838.60
17.78542	19838.20
17.78611	19838.40
17.78681	19838.30
17.78750	19838.40
17.78819	19838.30
17.78889	19839.50
17.78958	19839.30
17.79028	19839.50
17.79097	19839.20
17.79167	19839.00
17.79236	19839.40
17.79306	19839.00
17.79375	19838.10
17.79444	19837.40
17.79514	19837.90
17.79583	19837.90
17.79653	19837.50
17.79722	19836.60
17.79792	19837.20
17.79861	19836.70
17.79931	19836.90
17.80000	19837.60
17.80069	19837.50
17.80139	19836.80
17.80208	19837.10
17.80278	19837.50
17.80347	19837.30
17.80417	19837.00
17.80486	19837.20
17.80556	19836.30
17.80625	19836.50
17.80694	19837.50
17.80764	19837.70
17.80833	19837.70
17.80903	19837.40
17.80972	19837.30
17.81042	19837.90
17.81111	19837.90
17.81181	19837.20
17.81250	19837.70
17.81319	19837.90
17.81389	19837.60
17.81458	19837.40
17.81528	19837.50
17.81597	19837.90
17.81667	19838.50
17.81736	19838.20
17.81806	19838.40
17.81875	19838.90
17.81944	19838.40
17.82014	19838.50
17.82083	19838.70
17.82153	19838.20
17.82222	19837.10
17.82292	19836.20
17.82361	19837.20
17.82431	19838.30
17.82500	19838.50
17.82569	19838.40
17.82639	19837.80
17.82708	19839.00
17.82778	19839.50
17.82847	19840.00
17.82917	19839.40
17.82986	19839.90
17.83056	19840.30
17.83125	19840.40
17.83194	19839.60
17.83264	19838.70
17.83333	19839.70
17.83403	19839.40
17.83472	19838.80
17.83542	19839.40
17.83611	19839.50
17.83681	19839.40
17.83750	19839.10
17.83819	19839.00
17.83889	19838.30
17.83958	19838.50
17.84028	19837.70
17.84097	19837.30
17.84167	19836.90
17.84236	19837.00
17.84306	19836.70
17.84375	19836.20
17.84444	19836.10
17.84514	19836.50
17.84583	19836.30
17.84653	19836.50
17.84722	19836.40
17.84792	19835.80
17.84861	19835.30
17.84931	19835.70
17.85000	19836.60
17.85069	19836.70
17.85139	19836.60
17.85208	19836.80
17.85278	19837.00
17.85347	19837.20
17.85417	19837.30
17.85486	19837.20
17.85556	19836.40
17.85625	19836.30
17.85694	19836.80
17.85764	19836.60
17.85833	19836.40
17.85903	19836.00
17.85972	19836.00
17.86042	19836.10
17.86111	19835.60
17.86181	19835.40
17.86250	19835.50
17.86319	19835.40
17.86389	19835.60
17.86458	19835.20
17.86528	19835.90
17.86597	19836.20
17.86667	19836.40
17.86736	19836.10
17.86806	19836.70
17.86875	19836.40
17.86944	19836.20
17.87014	19836.50
17.87083	19836.50
17.87153	19836.00
17.87222	19836.10
17.87292	19836.00
17.87361	19835.60
17.87431	19835.80
17.87500	19835.40
17.87569	19835.30
17.87639	19834.50
17.87708	19834.30
17.87778	19834.50
17.87847	19834.50
17.87917	19834.90
17.87986	19834.70
17.88056	19834.30
17.88125	19834.90
17.88194	19835.10
17.88264	19834.90
17.88333	19834.30
17.88403	19834.30
17.88472	19834.30
17.88542	19834.40
17.88611	19834.80
17.88681	19834.90
17.88750	19835.50
17.88819	19835.30
17.88889	19835.50
17.88958	19835.60
17.89028	19835.80
17.89097	19835.50
17.89167	19835.90
17.89236	19835.50
17.89306	19835.50
17.89375	19835.10
17.89444	19835.00
17.89514	19835.00
17.89583	19835.10
17.89653	19834.50
17.89722	19834.40
17.89792	19834.80
17.89861	19834.70
17.89931	19834.50
17.90000	19835.30
17.90069	19835.00
17.90139	19834.80
17.90208	19835.20
17.90278	19835.40
17.90347	19836.20
17.90417	19836.80
17.90486	19837.60
17.90556	19837.70
17.90625	19837.60
17.90694	19837.60
17.90764	19837.70
17.90833	19837.40
17.90903	19836.70
17.90972	19836.40
17.91042	19836.60
17.91111	19836.50
17.91181	19836.30
17.91250	19836.20
17.91319	19836.50
17.91389	19836.60
17.91458	19836.60
17.91528	19836.60
17.91597	19836.20
17.91667	19836.40
17.91736	19837.00
