Time (Day)	LVV B-Y (nT)
17.14583	2207.10
17.14653	2207.10
17.14722	2207.20
17.14792	2208.40
17.14861	2208.30
17.14931	2207.50
17.15000	2207.80
17.15069	2207.90
17.15139	2208.20
17.15208	2208.60
17.15278	2208.30
17.15347	2208.00
17.15417	2208.60
17.15486	2208.40
17.15556	2207.80
17.15625	2207.90
17.15694	2208.30
17.15764	2208.00
17.15833	2207.80
17.15903	2207.70
17.15972	2208.40
17.16042	2208.50
17.16111	2208.50
17.16181	2208.40
17.16250	2208.50
17.16319	2208.70
17.16389	2210.20
17.16458	2209.60
17.16528	2209.40
17.16597	2209.60
17.16667	2210.20
17.16736	2209.60
17.16806	2209.50
17.16875	2209.50
17.16944	2209.30
17.17014	2209.30
17.17083	2209.50
17.17153	2209.30
17.17222	2208.90
17.17292	2209.60
17.17361	2209.70
17.17431	2209.50
17.17500	2210.10
17.17569	2209.70
17.17639	2209.40
17.17708	2210.20
17.17778	2210.60
17.17847	2209.90
17.17917	2209.80
17.17986	2209.60
17.18056	2210.20
17.18125	2209.80
17.18194	2209.80
17.18264	2209.50
17.18333	2209.70
17.18403	2209.90
17.18472	2210.60
17.18542	2210.50
17.18611	2210.80
17.18681	2211.50
17.18750	2211.20
17.18819	2210.90
17.18889	2210.80
17.18958	2210.90
17.19028	2210.30
17.19097	2210.70
17.19167	2211.00
17.19236	2210.30
17.19306	2210.40
17.19375	2210.00
17.19444	2209.50
17.19514	2209.40
17.19583	2209.50
17.19653	2208.90
17.19722	2208.90
17.19792	2209.60
17.19861	2209.70
17.19931	2210.00
17.20000	2210.00
17.20069	2209.80
17.20139	2209.80
17.20208	2209.70
17.20278	2209.70
17.20347	2209.90
17.20417	2210.00
17.20486	2209.70
17.20556	2209.40
17.20625	2209.50
17.20694	2209.60
17.20764	2209.50
17.20833	2209.40
17.20903	2209.30
17.20972	2209.10
17.21042	2209.50
17.21111	2209.00
17.21181	2208.70
17.21250	2209.20
17.21319	2208.80
17.21389	2208.50
17.21458	2208.70
17.21528	2208.80
17.21597	2208.80
17.21667	2208.90
17.21736	2208.80
17.21806	2209.10
17.21875	2209.10
17.21944	2209.20
17.22014	2209.60
17.22083	2210.10
17.22153	2209.60
17.22222	2209.50
17.22292	2209.30
17.22361	2209.20
17.22431	2209.50
17.22500	2209.30
17.22569	2209.30
17.22639	2209.60
17.22708	2209.80
17.22778	2209.70
17.22847	2209.70
17.22917	2210.10
17.22986	2210.00
17.23056	2210.50
17.23125	2211.10
17.23194	2211.30
17.23264	2211.10
17.23333	2211.20
17.23403	2211.00
17.23472	2210.60
17.23542	2210.40
17.23611	2210.50
17.23681	2210.40
17.23750	2210.50
17.23819	2211.00
17.23889	2211.60
17.23958	2211.90
17.24028	2211.90
17.24097	2212.20
17.24167	2212.20
17.24236	2212.40
17.24306	2212.20
17.24375	2212.10
17.24444	2212.10
17.24514	2212.00
17.24583	2212.20
17.24653	2212.20
17.24722	2212.30
17.24792	2212.50
17.24861	2212.60
17.24931	2212.30
17.25000	2211.80
17.25069	2211.80
17.25139	2211.90
17.25208	2212.20
17.25278	2212.10
17.25347	2212.20
17.25417	2212.50
17.25486	2212.80
17.25556	2212.90
17.25625	2212.50
17.25694	2212.20
17.25764	2212.00
17.25833	2212.10
17.25903	2212.00
17.25972	2211.70
17.26042	2211.60
17.26111	2211.70
17.26181	2211.80
17.26250	2212.10
17.26319	2212.00
17.26389	2212.00
17.26458	2211.90
17.26528	2212.00
17.26597	2212.00
17.26667	2212.00
17.26736	2212.20
17.26806	2212.20
17.26875	2212.40
17.26944	2212.30
17.27014	2212.50
17.27083	2212.40
17.27153	2212.20
17.27222	2212.20
17.27292	2212.10
17.27361	2212.20
17.27431	2212.50
17.27500	2212.50
17.27569	2212.50
17.27639	2212.40
17.27708	2212.40
17.27778	2212.40
17.27847	2212.50
17.27917	2212.40
17.27986	2212.30
17.28056	2212.10
17.28125	2212.00
17.28194	2212.10
17.28264	2212.10
17.28333	2212.00
17.28403	2212.30
17.28472	2212.60
17.28542	2212.60
17.28611	2212.50
17.28681	2212.30
17.28750	2212.40
17.28819	2212.00
17.28889	2212.50
17.28958	2213.30
17.29028	2213.00
17.29097	2212.40
17.29167	2212.20
17.29236	2212.40
17.29306	2212.70
17.29375	2212.20
17.29444	2213.10
17.29514	2212.70
17.29583	2212.30
17.29653	2212.40
17.29722	2212.40
17.29792	2212.10
17.29861	2211.50
17.29931	2211.70
17.30000	2211.80
17.30069	2212.30
17.30139	2212.40
17.30208	2211.30
17.30278	2211.60
17.30347	2212.30
17.30417	2211.60
17.30486	2212.10
17.30556	2212.00
17.30625	2211.90
17.30694	2211.50
17.30764	2211.10
17.30833	2211.30
17.30903	2211.10
17.30972	2210.60
17.31042	2210.70
17.31111	2210.50
17.31181	2210.60
17.31250	2209.60
17.31319	2209.20
17.31389	2208.80
17.31458	2209.10
17.31528	2209.10
17.31597	2210.30
17.31667	2209.70
17.31736	2209.90
17.31806	2209.30
17.31875	2209.60
17.31944	2210.30
17.32014	2210.10
17.32083	2209.40
17.32153	2209.40
17.32222	2210.10
17.32292	2210.00
17.32361	2211.30
17.32431	2210.80
17.32500	2211.20
17.32569	2210.40
17.32639	2209.80
17.32708	2210.10
17.32778	2210.10
17.32847	2210.10
17.32917	2209.70
17.32986	2209.60
17.33056	2209.20
17.33125	2209.50
17.33194	2209.30
17.33264	2210.40
17.33333	2208.90
17.33403	2208.70
17.33472	2208.60
17.33542	2208.80
17.33611	2208.50
17.33681	2209.60
17.33750	2208.90
17.33819	2209.00
17.33889	2208.60
17.33958	2208.90
17.34028	2208.60
17.34097	2208.20
17.34167	2208.70
17.34236	2208.70
17.34306	2208.20
17.34375	2208.30
17.34444	2208.80
17.34514	2208.90
17.34583	2208.60
17.34653	2208.30
17.34722	2208.10
17.34792	2208.30
17.34861	2208.40
17.34931	2208.50
17.35000	2208.40
17.35069	2208.90
17.35139	2208.30
17.35208	2207.70
17.35278	2207.70
17.35347	2207.40
17.35417	2207.20
17.35486	2207.10
17.35556	2206.80
17.35625	2205.90
17.35694	2205.10
17.35764	2204.90
17.35833	2204.90
17.35903	2205.10
17.35972	2205.10
17.36042	2205.60
17.36111	2206.00
17.36181	2206.10
17.36250	2205.90
17.36319	2206.00
17.36389	2206.30
17.36458	2206.60
17.36528	2206.90
17.36597	2207.10
17.36667	2207.00
17.36736	2206.70
17.36806	2206.40
17.36875	2206.20
17.36944	2206.30
17.37014	2206.20
17.37083	2206.20
17.37153	2206.20
17.37222	2206.10
17.37292	2206.10
17.37361	2205.80
17.37431	2205.40
17.37500	2205.10
17.37569	2204.90
17.37639	2204.50
17.37708	2204.30
17.37778	2204.00
17.37847	2203.80
17.37917	2203.80
17.37986	2203.70
17.38056	2204.00
17.38125	2204.40
17.38194	2204.60
17.38264	2204.90
17.38333	2205.20
17.38403	2205.50
17.38472	2205.30
17.38542	2205.00
17.38611	2205.10
17.38681	2205.10
17.38750	2204.80
17.38819	2204.60
17.38889	2204.30
17.38958	2204.00
17.39028	2203.80
17.39097	2203.70
17.39167	2203.50
17.39236	2203.30
17.39306	2203.00
17.39375	2203.40
17.39444	2203.40
17.39514	2203.30
17.39583	2203.70
17.39653	2203.80
17.39722	2204.00
17.39792	2203.70
17.39861	2202.60
17.39931	2201.80
17.40000	2201.50
17.40069	2202.30
17.40139	2202.70
17.40208	2202.20
17.40278	2202.40
17.40347	2202.30
17.40417	2202.70
17.40486	2202.90
17.40556	2202.70
17.40625	2202.40
17.40694	2202.00
17.40764	2201.80
17.40833	2201.40
17.40903	2201.30
17.40972	2200.70
17.41042	2199.70
17.41111	2199.70
17.41181	2200.10
17.41250	2199.80
17.41319	2199.70
17.41389	2199.80
17.41458	2199.60
17.41528	2199.30
17.41597	2199.20
17.41667	2199.10
17.41736	2199.00
17.41806	2199.00
17.41875	2199.10
17.41944	2198.80
17.42014	2198.80
17.42083	2198.90
17.42153	2199.00
17.42222	2199.20
17.42292	2199.20
17.42361	2199.10
17.42431	2198.90
17.42500	2198.50
17.42569	2197.90
17.42639	2197.20
17.42708	2196.60
17.42778	2195.80
17.42847	2194.90
17.42917	2194.00
17.42986	2193.30
17.43056	2193.20
17.43125	2192.90
17.43194	2193.00
17.43264	2192.20
17.43333	2192.30
17.43403	2192.40
17.43472	2192.20
17.43542	2192.20
17.43611	2192.00
17.43681	2192.00
17.43750	2192.30
17.43819	2191.90
17.43889	2192.80
17.43958	2193.40
17.44028	2192.00
17.44097	2192.00
17.44167	2192.70
17.44236	2192.50
17.44306	2193.00
17.44375	2193.30
17.44444	2191.90
17.44514	2191.50
17.44583	2192.60
17.44653	2192.30
17.44722	2192.00
17.44792	2191.40
17.44861	2191.70
17.44931	2191.60
17.45000	2191.30
17.45069	2191.30
17.45139	2191.20
17.45208	2191.70
17.45278	2191.50
17.45347	2191.30
17.45417	2191.40
17.45486	2191.60
17.45556	2191.60
17.45625	2191.50
17.45694	2191.10
17.45764	2190.90
17.45833	2191.20
17.45903	2191.20
17.45972	2191.30
17.46042	2191.40
17.46111	2191.40
17.46181	2191.20
17.46250	2191.40
17.46319	2191.60
17.46389	2191.20
17.46458	2191.00
17.46528	2191.40
17.46597	2191.70
17.46667	2191.30
17.46736	2190.90
17.46806	2190.90
17.46875	2190.50
17.46944	2190.90
17.47014	2191.60
17.47083	2191.80
17.47153	2192.40
17.47222	2191.10
17.47292	2191.20
17.47361	2191.80
17.47431	2192.50
17.47500	2192.50
17.47569	2191.30
17.47639	2191.30
17.47708	2191.00
17.47778	2191.20
17.47847	2191.40
17.47917	2191.80
17.47986	2191.60
17.48056	2191.50
17.48125	2192.60
17.48194	2190.90
17.48264	2190.70
17.48333	2190.60
17.48403	2190.90
17.48472	2191.30
17.48542	2191.30
17.48611	2190.80
17.48681	2190.80
17.48750	2191.00
17.48819	2191.40
17.48889	2191.20
17.48958	2190.90
17.49028	2191.30
17.49097	2191.70
17.49167	2192.00
17.49236	2193.30
17.49306	2193.60
17.49375	2193.60
17.49444	2193.00
17.49514	2192.50
17.49583	2193.80
17.49653	2193.70
17.49722	2194.00
17.49792	2194.30
17.49861	2194.60
17.49931	2193.70
17.50000	2193.80
17.50069	2193.00
17.50139	2193.10
17.50208	2193.80
17.50278	2193.70
17.50347	2193.00
17.50417	2192.90
17.50486	2192.70
17.50556	2193.90
17.50625	2194.00
17.50694	2194.00
17.50764	2193.50
17.50833	2193.40
17.50903	2193.40
17.50972	2193.80
17.51042	2193.60
17.51111	2193.90
17.51181	2194.50
17.51250	2193.90
17.51319	2193.80
17.51389	2193.50
17.51458	2193.10
17.51528	2192.30
17.51597	2192.00
17.51667	2192.50
17.51736	2192.20
17.51806	2192.40
17.51875	2192.20
17.51944	2192.30
17.52014	2192.20
17.52083	2192.40
17.52153	2193.00
17.52222	2193.50
17.52292	2194.10
17.52361	2194.40
17.52431	2194.80
17.52500	2194.90
17.52569	2194.80
17.52639	2195.00
17.52708	2194.80
17.52778	2194.70
17.52847	2194.50
17.52917	2194.20
17.52986	2194.20
17.53056	2194.50
17.53125	2194.20
17.53194	2194.30
17.53264	2194.70
17.53333	2195.10
17.53403	2195.00
17.53472	2195.10
17.53542	2195.30
17.53611	2195.30
17.53681	2195.50
17.53750	2195.60
17.53819	2195.30
17.53889	2195.10
17.53958	2195.50
17.54028	2196.20
17.54097	2196.50
17.54167	2197.00
17.54236	2197.10
17.54306	2197.30
17.54375	2197.20
17.54444	2197.20
17.54514	2197.90
17.54583	2198.00
17.54653	2198.00
17.54722	2198.20
17.54792	2198.70
17.54861	2199.20
17.54931	2199.10
17.55000	2199.40
17.55069	2199.30
17.55139	2199.40
17.55208	2199.30
17.55278	2199.00
17.55347	2198.80
17.55417	2198.40
17.55486	2198.30
17.55556	2198.40
17.55625	2198.60
17.55694	2198.70
17.55764	2198.30
17.55833	2198.70
17.55903	2198.60
17.55972	2198.30
17.56042	2197.90
17.56111	2196.90
17.56181	2197.20
17.56250	2199.00
17.56319	2199.20
17.56389	2198.90
17.56458	2198.70
17.56528	2198.50
17.56597	2198.30
17.56667	2197.80
17.56736	2197.60
17.56806	2197.30
17.56875	2197.40
17.56944	2197.20
17.57014	2198.20
17.57083	2198.30
17.57153	2198.40
17.57222	2198.10
17.57292	2197.60
17.57361	2197.00
17.57431	2197.00
17.57500	2196.70
17.57569	2196.60
17.57639	2196.70
17.57708	2197.00
17.57778	2197.40
17.57847	2197.40
17.57917	2197.40
17.57986	2197.70
17.58056	2198.00
17.58125	2198.20
17.58194	2198.00
17.58264	2197.90
17.58333	2198.00
17.58403	2198.20
17.58472	2198.30
17.58542	2198.40
17.58611	2198.40
17.58681	2199.00
17.58750	2199.10
17.58819	2198.60
17.58889	2198.80
17.58958	2199.10
17.59028	2198.80
17.59097	2198.90
17.59167	2199.20
17.59236	2199.30
17.59306	2199.50
17.59375	2199.60
17.59444	2199.70
17.59514	2199.90
17.59583	2199.90
17.59653	2199.80
17.59722	2199.90
17.59792	2199.70
17.59861	2199.70
17.59931	2199.70
17.60000	2199.90
17.60069	2199.90
17.60139	2200.00
17.60208	2199.90
17.60278	2200.00
17.60347	2199.90
17.60417	2199.70
17.60486	2199.70
17.60556	2199.80
17.60625	2199.70
17.60694	2199.20
17.60764	2199.00
17.60833	2198.60
17.60903	2198.30
17.60972	2198.00
17.61042	2197.80
17.61111	2197.60
17.61181	2197.40
17.61250	2197.40
17.61319	2197.30
17.61389	2197.10
17.61458	2197.10
17.61528	2197.20
17.61597	2197.20
17.61667	2197.00
17.61736	2196.90
17.61806	2196.80
17.61875	2196.70
17.61944	2196.70
17.62014	2196.80
17.62083	2196.90
17.62153	2196.80
17.62222	2196.90
17.62292	2196.90
17.62361	2196.90
17.62431	2197.00
17.62500	2196.90
17.62569	2197.00
17.62639	2197.10
17.62708	2197.20
17.62778	2197.30
17.62847	2197.30
17.62917	2197.60
17.62986	2197.60
17.63056	2197.80
17.63125	2197.90
17.63194	2197.50
17.63264	2197.80
17.63333	2198.00
17.63403	2199.10
17.63472	2199.10
17.63542	2198.90
17.63611	2198.80
17.63681	2199.20
17.63750	2198.30
17.63819	2198.90
17.63889	2199.10
17.63958	2199.00
17.64028	2198.80
17.64097	2198.70
17.64167	2198.90
17.64236	2198.90
17.64306	2199.00
17.64375	2198.80
17.64444	2198.30
17.64514	2198.00
17.64583	2197.80
17.64653	2197.80
17.64722	2197.60
17.64792	2197.30
17.64861	2197.30
17.64931	2197.00
17.65000	2197.20
17.65069	2197.30
17.65139	2197.50
17.65208	2197.90
17.65278	2197.70
17.65347	2197.80
17.65417	2198.00
17.65486	2198.50
17.65556	2198.70
17.65625	2198.90
17.65694	2199.20
17.65764	2199.30
17.65833	2199.10
17.65903	2199.00
17.65972	2198.80
17.66042	2198.80
17.66111	2199.30
17.66181	2199.30
17.66250	2199.40
17.66319	2199.30
17.66389	2199.00
17.66458	2199.30
17.66528	2199.30
17.66597	2198.60
17.66667	2198.70
17.66736	2199.30
17.66806	2199.20
17.66875	2199.30
17.66944	2199.10
17.67014	2199.10
17.67083	2199.30
17.67153	2199.50
17.67222	2199.30
17.67292	2199.20
17.67361	2198.70
17.67431	2199.60
17.67500	2199.50
17.67569	2199.70
17.67639	2199.30
17.67708	2199.60
17.67778	2200.30
17.67847	2199.20
17.67917	2200.50
17.67986	2200.00
17.68056	2200.00
17.68125	2199.70
17.68194	2201.80
17.68264	2201.80
17.68333	2200.50
17.68403	2200.40
17.68472	2201.10
17.68542	2200.40
17.68611	2199.70
17.68681	2200.60
17.68750	2200.30
17.68819	2200.70
17.68889	2199.90
17.68958	2200.10
17.69028	2200.90
17.69097	2203.40
17.69167	2201.60
17.69236	2200.30
17.69306	2200.40
17.69375	2200.40
17.69444	2200.70
17.69514	2201.60
17.69583	2200.30
17.69653	2200.60
17.69722	2200.20
17.69792	2201.00
17.69861	2200.60
17.69931	2200.70
17.70000	2200.50
17.70069	2200.20
17.70139	2199.90
17.70208	2201.00
17.70278	2200.40
17.70347	2200.20
17.70417	2199.40
17.70486	2199.30
17.70556	2199.10
17.70625	2198.70
17.70694	2199.40
17.70764	2198.50
17.70833	2198.40
17.70903	2198.70
17.70972	2198.80
17.71042	2198.80
17.71111	2198.80
17.71181	2199.00
17.71250	2198.90
17.71319	2198.90
17.71389	2198.80
17.71458	2199.00
17.71528	2199.10
17.71597	2199.00
17.71667	2199.20
17.71736	2199.70
17.71806	2199.70
17.71875	2199.70
17.71944	2199.20
17.72014	2199.30
17.72083	2199.30
17.72153	2199.40
17.72222	2199.50
17.72292	2199.60
17.72361	2199.60
17.72431	2199.60
17.72500	2199.80
17.72569	2199.80
17.72639	2199.80
17.72708	2199.70
17.72778	2199.60
17.72847	2199.80
17.72917	2199.90
17.72986	2199.70
17.73056	2199.70
17.73125	2199.70
17.73194	2199.80
17.73264	2199.90
17.73333	2199.80
17.73403	2199.70
17.73472	2199.60
17.73542	2199.60
17.73611	2199.70
17.73681	2199.60
17.73750	2199.90
17.73819	2199.80
17.73889	2199.90
17.73958	2200.70
17.74028	2201.00
17.74097	2199.70
17.74167	2199.80
17.74236	2199.60
17.74306	2200.40
17.74375	2201.30
17.74444	2199.80
17.74514	2199.90
17.74583	2199.70
17.74653	2200.20
17.74722	2201.00
17.74792	2200.60
17.74861	2202.20
17.74931	2200.00
17.75000	2199.80
17.75069	2200.00
17.75139	2199.90
17.75208	2200.50
17.75278	2200.80
17.75347	2200.20
17.75417	2200.30
17.75486	2200.30
17.75556	2200.00
17.75625	2200.00
17.75694	2199.80
17.75764	2200.10
17.75833	2200.00
17.75903	2200.10
17.75972	2200.20
17.76042	2200.20
17.76111	2200.30
17.76181	2200.30
17.76250	2200.60
17.76319	2200.50
17.76389	2200.60
17.76458	2200.90
17.76528	2200.90
17.76597	2201.00
17.76667	2200.80
17.76736	2200.90
17.76806	2200.90
17.76875	2200.60
17.76944	2200.80
17.77014	2201.00
17.77083	2200.70
17.77153	2200.70
17.77222	2200.70
17.77292	2200.90
17.77361	2200.80
17.77431	2200.80
17.77500	2200.60
17.77569	2200.60
17.77639	2200.80
17.77708	2200.70
17.77778	2201.10
17.77847	2200.80
17.77917	2201.10
17.77986	2201.10
17.78056	2201.00
17.78125	2200.70
17.78194	2201.10
17.78264	2200.90
17.78333	2200.80
17.78403	2201.00
17.78472	2200.70
17.78542	2201.00
17.78611	2201.00
17.78681	2201.10
17.78750	2201.10
17.78819	2201.30
17.78889	2201.20
17.78958	2201.10
17.79028	2201.90
17.79097	2202.40
17.79167	2203.00
17.79236	2203.80
17.79306	2204.00
17.79375	2203.60
17.79444	2204.10
17.79514	2205.40
17.79583	2205.40
17.79653	2204.80
17.79722	2205.10
17.79792	2206.60
17.79861	2205.10
17.79931	2205.00
17.80000	2206.30
17.80069	2206.00
17.80139	2204.80
17.80208	2206.00
17.80278	2206.70
17.80347	2206.00
17.80417	2204.90
17.80486	2205.00
17.80556	2205.50
17.80625	2205.40
17.80694	2205.60
17.80764	2205.60
17.80833	2205.30
17.80903	2204.70
17.80972	2204.20
17.81042	2204.80
17.81111	2205.20
17.81181	2204.30
17.81250	2203.90
17.81319	2203.30
17.81389	2203.70
17.81458	2203.50
17.81528	2203.80
17.81597	2203.00
17.81667	2202.70
17.81736	2203.20
17.81806	2203.20
17.81875	2203.00
17.81944	2202.60
17.82014	2203.10
17.82083	2203.00
17.82153	2202.70
17.82222	2204.10
17.82292	2204.50
17.82361	2205.00
17.82431	2205.30
17.82500	2205.40
17.82569	2206.60
17.82639	2207.00
17.82708	2207.90
17.82778	2207.60
17.82847	2207.70
17.82917	2208.40
17.82986	2208.20
17.83056	2208.10
17.83125	2209.00
17.83194	2209.40
17.83264	2208.70
17.83333	2208.90
17.83403	2208.80
17.83472	2208.00
17.83542	2207.90
17.83611	2207.70
17.83681	2207.30
17.83750	2206.70
17.83819	2206.30
17.83889	2206.20
17.83958	2205.70
17.84028	2205.10
17.84097	2204.70
17.84167	2204.50
17.84236	2203.80
17.84306	2203.30
17.84375	2202.70
17.84444	2202.40
17.84514	2202.40
17.84583	2202.00
17.84653	2201.60
17.84722	2201.60
17.84792	2201.70
17.84861	2201.90
17.84931	2202.30
17.85000	2201.60
17.85069	2201.60
17.85139	2202.20
17.85208	2201.90
17.85278	2201.80
17.85347	2201.70
17.85417	2201.70
17.85486	2201.70
17.85556	2201.50
17.85625	2201.70
17.85694	2202.30
17.85764	2202.30
17.85833	2202.40
17.85903	2202.30
17.85972	2201.90
17.86042	2201.70
17.86111	2201.40
17.86181	2201.30
17.86250	2201.50
17.86319	2201.60
17.86389	2202.00
17.86458	2202.10
17.86528	2202.30
17.86597	2202.40
17.86667	2202.40
17.86736	2201.90
17.86806	2202.10
17.86875	2202.10
17.86944	2202.30
17.87014	2202.50
17.87083	2202.20
17.87153	2202.30
17.87222	2202.30
17.87292	2202.40
17.87361	2202.10
17.87431	2202.20
17.87500	2202.20
17.87569	2202.20
17.87639	2202.30
17.87708	2202.50
17.87778	2202.70
17.87847	2202.80
17.87917	2203.00
17.87986	2203.20
17.88056	2203.10
17.88125	2203.40
17.88194	2203.40
17.88264	2203.60
17.88333	2203.60
17.88403	2203.70
17.88472	2204.00
17.88542	2204.10
17.88611	2204.70
17.88681	2204.70
17.88750	2204.90
17.88819	2204.80
17.88889	2205.00
17.88958	2205.10
17.89028	2205.30
17.89097	2204.90
17.89167	2205.30
17.89236	2205.00
17.89306	2204.70
17.89375	2204.40
17.89444	2204.50
17.89514	2204.90
17.89583	2205.20
17.89653	2204.80
17.89722	2205.50
17.89792	2205.00
17.89861	2206.00
17.89931	2205.70
17.90000	2205.60
17.90069	2205.40
17.90139	2205.70
17.90208	2206.30
17.90278	2206.30
17.90347	2205.90
17.90417	2206.20
17.90486	2206.50
17.90556	2207.40
17.90625	2207.40
17.90694	2206.70
17.90764	2205.50
17.90833	2204.50
17.90903	2204.40
17.90972	2204.70
17.91042	2204.60
17.91111	2204.20
17.91181	2204.00
17.91250	2203.90
17.91319	2204.10
17.91389	2203.90
17.91458	2203.70
17.91528	2203.80
17.91597	2203.50
17.91667	2203.20
17.91736	2203.00
17.91806	2202.60
17.91875	2202.10
17.91944	2201.80
17.92014	2201.80
17.92083	2201.60
17.92153	2201.90
17.92222	2201.90
17.92292	2201.90
17.92361	2202.60
17.92431	2203.10
17.92500	2203.10
17.92569	2203.00
17.92639	2203.00
17.92708	2203.20
17.92778	2203.40
17.92847	2203.60
17.92917	2203.70
17.92986	2203.80
17.93056	2204.10
17.93125	2203.60
17.93194	2203.20
17.93264	2203.20
17.93333	2203.50
17.93403	2203.50
17.93472	2203.80
17.93542	2203.80
17.93611	2204.00
17.93681	2203.90
17.93750	2204.00
17.93819	2204.00
17.93889	2204.10
17.93958	2203.80
17.94028	2203.60
17.94097	2203.70
17.94167	2203.80
17.94236	2203.90
17.94306	2204.20
17.94375	2203.90
17.94444	2203.90
17.94514	2204.00
17.94583	2204.00
17.94653	2204.00
17.94722	2204.00
17.94792	2204.30
17.94861	2204.20
17.94931	2204.10
17.95000	2204.20
17.95069	2204.10
17.95139	2204.10
17.95208	2204.20
17.95278	2204.20
17.95347	2204.30
17.95417	2204.20
17.95486	2204.20
17.95556	2204.20
17.95625	2204.20
17.95694	2204.10
17.95764	2204.00
17.95833	2203.80
17.95903	2203.80
17.95972	2203.70
17.96042	2203.50
17.96111	2203.30
17.96181	2203.10
17.96250	2203.10
17.96319	2203.10
17.96389	2203.10
17.96458	2203.30
17.96528	2203.30
17.96597	2203.30
17.96667	2203.00
17.96736	2202.80
17.96806	2202.60
17.96875	2202.60
17.96944	2202.60
17.97014	2202.60
17.97083	2202.70
17.97153	2202.80
17.97222	2202.90
17.97292	2202.90
17.97361	2202.90
17.97431	2202.70
17.97500	2202.70
17.97569	2202.80
17.97639	2203.00
17.97708	2203.00
17.97778	2203.00
17.97847	2202.90
17.97917	2202.80
17.97986	2202.50
17.98056	2202.40
17.98125	2202.30
17.98194	2202.30
17.98264	2202.60
17.98333	2202.60
17.98403	2202.60
17.98472	2202.90
17.98542	2203.10
17.98611	2203.00
17.98681	2203.20
17.98750	2203.50
17.98819	2203.40
17.98889	2203.80
17.98958	2204.10
17.99028	2203.30
17.99097	2203.00
17.99167	2203.80
17.99236	2203.80
17.99306	2203.20
17.99375	2203.40
17.99444	2204.10
17.99514	2204.60
17.99583	2203.40
17.99653	2203.20
17.99722	2204.30
17.99792	2203.80
17.99861	2204.40
17.99931	2206.50
18.00000	2204.90
18.00069	2204.30
18.00139	2204.80
18.00208	2205.90
18.00278	2204.90
18.00347	2203.60
18.00417	2203.90
18.00486	2203.90
18.00556	2203.70
18.00625	2203.70
18.00694	2203.50
18.00764	2204.00
18.00833	2203.50
18.00903	2203.50
18.00972	2203.60
18.01042	2203.30
18.01111	2203.70
18.01181	2202.50
18.01250	2203.10
18.01319	2203.40
18.01389	2203.50
18.01458	2203.20
18.01528	2204.00
18.01597	2204.10
18.01667	2204.50
18.01736	2204.90
18.01806	2204.60
18.01875	2204.80
18.01944	2204.80
18.02014	2204.70
18.02083	2204.70
18.02153	2204.40
18.02222	2204.40
18.02292	2204.30
18.02361	2204.10
18.02431	2204.10
18.02500	2203.80
18.02569	2203.80
18.02639	2204.20
18.02708	2204.60
18.02778	2204.80
18.02847	2204.80
18.02917	2204.60
18.02986	2204.40
18.03056	2204.40
18.03125	2204.50
18.03194	2204.60
18.03264	2204.40
18.03333	2204.20
18.03403	2204.10
18.03472	2203.70
18.03542	2202.70
18.03611	2203.70
18.03681	2203.10
18.03750	2202.90
18.03819	2203.60
18.03889	2203.40
18.03958	2204.30
18.04028	2204.10
18.04097	2203.40
18.04167	2203.10
18.04236	2202.90
18.04306	2201.40
18.04375	2200.60
18.04444	2201.50
18.04514	2200.90
18.04583	2202.10
18.04653	2202.00
18.04722	2202.90
18.04792	2203.00
18.04861	2202.50
18.04931	2202.80
18.05000	2202.80
18.05069	2202.30
18.05139	2201.70
18.05208	2202.00
18.05278	2201.40
18.05347	2202.20
18.05417	2201.70
18.05486	2201.80
18.05556	2201.80
18.05625	2201.90
18.05694	2201.90
18.05764	2203.10
18.05833	2202.50
18.05903	2202.30
18.05972	2202.50
18.06042	2202.70
18.06111	2202.70
18.06181	2203.10
18.06250	2202.50
18.06319	2202.30
18.06389	2202.40
18.06458	2201.70
18.06528	2201.80
18.06597	2202.30
18.06667	2203.10
18.06736	2204.30
18.06806	2203.50
18.06875	2202.40
18.06944	2202.70
18.07014	2202.70
18.07083	2203.00
18.07153	2203.10
18.07222	2203.00
18.07292	2203.50
18.07361	2204.20
18.07431	2203.70
18.07500	2203.20
18.07569	2202.80
18.07639	2203.00
18.07708	2202.90
18.07778	2202.70
18.07847	2202.80
18.07917	2202.90
18.07986	2202.90
18.08056	2203.40
18.08125	2204.40
18.08194	2205.80
18.08264	2203.80
18.08333	2203.10
18.08403	2202.40
18.08472	2203.10
18.08542	2205.10
18.08611	2201.90
18.08681	2201.50
18.08750	2201.60
18.08819	2202.80
18.08889	2202.00
18.08958	2204.40
18.09028	2202.70
18.09097	2202.20
18.09167	2204.40
18.09236	2203.40
18.09306	2202.30
18.09375	2202.40
18.09444	2202.90
18.09514	2202.70
18.09583	2203.90
18.09653	2202.80
18.09722	2202.80
18.09792	2203.30
18.09861	2202.60
18.09931	2203.30
18.10000	2204.20
18.10069	2204.50
18.10139	2204.20
18.10208	2203.60
18.10278	2203.90
18.10347	2203.60
18.10417	2203.40
18.10486	2203.00
18.10556	2203.30
18.10625	2203.10
18.10694	2203.20
18.10764	2203.30
18.10833	2203.00
18.10903	2203.00
18.10972	2202.80
18.11042	2202.80
18.11111	2202.70
18.11181	2202.80
18.11250	2202.90
18.11319	2202.90
18.11389	2203.60
18.11458	2203.30
18.11528	2203.50
18.11597	2203.90
